voivodeship,date,cases
warmińsko-mazurskie,2020-08-19,21
łódzkie,2020-08-19,31
mazowieckie,2020-08-19,126
lubelskie,2020-08-19,28
lubuskie,2020-08-19,8
śląskie,2020-08-18,85
opolskie,2020-08-18,130
wielkopolskie,2020-08-18,42
zachodniopomorskie,2020-08-18,16
świętokrzyskie,2020-08-18,8
kujawsko-pomorskie,2020-08-18,17
podlaskie,2020-08-18,10
dolnośląskie,2020-08-18,33
podkarpackie,2020-08-18,39
małopolskie,2020-08-18,130
pomorskie,2020-08-18,51
warmińsko-mazurskie,2020-08-18,8
łódzkie,2020-08-18,48
mazowieckie,2020-08-18,62
lubelskie,2020-08-18,19
lubuskie,2020-08-18,14
śląskie,2020-08-17,76
opolskie,2020-08-17,84
wielkopolskie,2020-08-17,30
zachodniopomorskie,2020-08-17,14
świętokrzyskie,2020-08-17,10
kujawsko-pomorskie,2020-08-17,28
podlaskie,2020-08-17,5
dolnośląskie,2020-08-17,17
podkarpackie,2020-08-17,37
małopolskie,2020-08-17,84
pomorskie,2020-08-17,52
warmińsko-mazurskie,2020-08-17,11
łódzkie,2020-08-17,44
mazowieckie,2020-08-17,150
lubelskie,2020-08-17,6
lubuskie,2020-08-17,8
śląskie,2020-08-16,108
opolskie,2020-08-16,77
wielkopolskie,2020-08-16,50
zachodniopomorskie,2020-08-16,18
świętokrzyskie,2020-08-16,16
kujawsko-pomorskie,2020-08-16,13
podlaskie,2020-08-16,3
dolnośląskie,2020-08-16,11
podkarpackie,2020-08-16,38
małopolskie,2020-08-16,77
pomorskie,2020-08-16,85
warmińsko-mazurskie,2020-08-16,10
łódzkie,2020-08-16,70
mazowieckie,2020-08-16,73
lubuskie,2020-08-16,8
śląskie,2020-08-15,133
opolskie,2020-08-15,150
wielkopolskie,2020-08-15,62
zachodniopomorskie,2020-08-15,21
świętokrzyskie,2020-08-15,41
kujawsko-pomorskie,2020-08-15,11
podlaskie,2020-08-15,6
dolnośląskie,2020-08-15,57
podkarpackie,2020-08-15,36
małopolskie,2020-08-15,150
pomorskie,2020-08-15,69
warmińsko-mazurskie,2020-08-15,14
łódzkie,2020-08-15,42
mazowieckie,2020-08-15,96
lubelskie,2020-08-15,16
lubuskie,2020-08-15,10
śląskie,2020-08-14,160
opolskie,2020-08-14,184
wielkopolskie,2020-08-14,43
zachodniopomorskie,2020-08-14,8
świętokrzyskie,2020-08-14,3
kujawsko-pomorskie,2020-08-14,22
podlaskie,2020-08-14,31
dolnośląskie,2020-08-14,21
podkarpackie,2020-08-14,39
małopolskie,2020-08-14,184
pomorskie,2020-08-14,46
warmińsko-mazurskie,2020-08-14,16
łódzkie,2020-08-14,54
mazowieckie,2020-08-14,143
lubelskie,2020-08-14,23
lubuskie,2020-08-14,8
śląskie,2020-08-13,181
opolskie,2020-08-13,136
wielkopolskie,2020-08-13,54
zachodniopomorskie,2020-08-13,6
świętokrzyskie,2020-08-13,12
kujawsko-pomorskie,2020-08-13,14
podlaskie,2020-08-13,17
dolnośląskie,2020-08-13,23
podkarpackie,2020-08-13,46
małopolskie,2020-08-13,136
pomorskie,2020-08-13,61
warmińsko-mazurskie,2020-08-13,11
łódzkie,2020-08-13,39
mazowieckie,2020-08-13,148
lubelskie,2020-08-13,46
lubuskie,2020-08-13,2
śląskie,2020-08-12,145
opolskie,2020-08-12,173
wielkopolskie,2020-08-12,39
zachodniopomorskie,2020-08-12,14
świętokrzyskie,2020-08-12,2
kujawsko-pomorskie,2020-08-12,7
podlaskie,2020-08-12,7
dolnośląskie,2020-08-12,31
podkarpackie,2020-08-12,22
małopolskie,2020-08-12,173
pomorskie,2020-08-12,75
warmińsko-mazurskie,2020-08-12,33
łódzkie,2020-08-12,43
mazowieckie,2020-08-12,76
lubelskie,2020-08-12,39
lubuskie,2020-08-12,1
śląskie,2020-08-11,128
opolskie,2020-08-11,71
wielkopolskie,2020-08-11,38
zachodniopomorskie,2020-08-11,26
świętokrzyskie,2020-08-11,11
kujawsko-pomorskie,2020-08-11,34
podlaskie,2020-08-11,7
dolnośląskie,2020-08-11,27
podkarpackie,2020-08-11,16
małopolskie,2020-08-11,71
pomorskie,2020-08-11,34
warmińsko-mazurskie,2020-08-11,32
łódzkie,2020-08-11,51
mazowieckie,2020-08-11,50
lubelskie,2020-08-11,8
lubuskie,2020-08-11,2
śląskie,2020-08-10,98
opolskie,2020-08-10,175
wielkopolskie,2020-08-10,64
zachodniopomorskie,2020-08-10,11
świętokrzyskie,2020-08-10,8
kujawsko-pomorskie,2020-08-10,12
podlaskie,2020-08-10,8
dolnośląskie,2020-08-10,18
podkarpackie,2020-08-10,37
małopolskie,2020-08-10,175
pomorskie,2020-08-10,48
warmińsko-mazurskie,2020-08-10,6
łódzkie,2020-08-10,31
mazowieckie,2020-08-10,53
lubelskie,2020-08-10,17
lubuskie,2020-08-10,26
śląskie,2020-08-09,149
opolskie,2020-08-09,108
wielkopolskie,2020-08-09,63
zachodniopomorskie,2020-08-09,15
świętokrzyskie,2020-08-09,11
kujawsko-pomorskie,2020-08-09,5
podlaskie,2020-08-09,10
dolnośląskie,2020-08-09,12
podkarpackie,2020-08-09,28
małopolskie,2020-08-09,108
pomorskie,2020-08-09,40
warmińsko-mazurskie,2020-08-09,30
łódzkie,2020-08-09,22
mazowieckie,2020-08-09,81
lubelskie,2020-08-09,17
lubuskie,2020-08-09,20
śląskie,2020-08-08,208
opolskie,2020-08-08,124
wielkopolskie,2020-08-08,54
zachodniopomorskie,2020-08-08,21
świętokrzyskie,2020-08-08,13
kujawsko-pomorskie,2020-08-08,24
podlaskie,2020-08-08,12
dolnośląskie,2020-08-08,35
podkarpackie,2020-08-08,44
małopolskie,2020-08-08,124
pomorskie,2020-08-08,53
warmińsko-mazurskie,2020-08-08,29
łódzkie,2020-08-08,31
mazowieckie,2020-08-08,131
lubelskie,2020-08-08,22
lubuskie,2020-08-08,25
śląskie,2020-08-07,259
opolskie,2020-08-07,144
wielkopolskie,2020-08-07,46
zachodniopomorskie,2020-08-07,14
świętokrzyskie,2020-08-07,11
kujawsko-pomorskie,2020-08-07,8
podlaskie,2020-08-07,1
dolnośląskie,2020-08-07,22
podkarpackie,2020-08-07,35
małopolskie,2020-08-07,144
pomorskie,2020-08-07,41
warmińsko-mazurskie,2020-08-07,17
łódzkie,2020-08-07,46
mazowieckie,2020-08-07,104
lubelskie,2020-08-07,14
lubuskie,2020-08-07,21
śląskie,2020-08-06,137
opolskie,2020-08-06,118
wielkopolskie,2020-08-06,89
zachodniopomorskie,2020-08-06,19
świętokrzyskie,2020-08-06,30
kujawsko-pomorskie,2020-08-06,11
podlaskie,2020-08-06,17
dolnośląskie,2020-08-06,39
podkarpackie,2020-08-06,33
małopolskie,2020-08-06,118
pomorskie,2020-08-06,29
warmińsko-mazurskie,2020-08-06,12
łódzkie,2020-08-06,39
mazowieckie,2020-08-06,107
lubelskie,2020-08-06,13
lubuskie,2020-08-06,8
śląskie,2020-08-05,152
opolskie,2020-08-05,97
wielkopolskie,2020-08-05,97
zachodniopomorskie,2020-08-05,17
świętokrzyskie,2020-08-05,3
kujawsko-pomorskie,2020-08-05,5
podlaskie,2020-08-05,10
dolnośląskie,2020-08-05,22
podkarpackie,2020-08-05,32
małopolskie,2020-08-05,90
pomorskie,2020-08-05,17
warmińsko-mazurskie,2020-08-05,13
łódzkie,2020-08-05,37
mazowieckie,2020-08-05,86
lubelskie,2020-08-05,25
lubuskie,2020-08-05,13
śląskie,2020-08-04,222
opolskie,2020-08-04,94
wielkopolskie,2020-08-04,94
zachodniopomorskie,2020-08-04,15
świętokrzyskie,2020-08-04,26
kujawsko-pomorskie,2020-08-04,3
podlaskie,2020-08-04,15
dolnośląskie,2020-08-04,47
podkarpackie,2020-08-04,41
małopolskie,2020-08-04,88
pomorskie,2020-08-04,17
warmińsko-mazurskie,2020-08-04,4
łódzkie,2020-08-04,39
mazowieckie,2020-08-04,49
lubelskie,2020-08-04,8
lubuskie,2020-08-04,5
śląskie,2020-08-03,146
opolskie,2020-08-03,98
wielkopolskie,2020-08-03,98
zachodniopomorskie,2020-08-03,15
świętokrzyskie,2020-08-03,8
kujawsko-pomorskie,2020-08-03,9
podlaskie,2020-08-03,10
dolnośląskie,2020-08-03,17
podkarpackie,2020-08-03,42
małopolskie,2020-08-03,78
pomorskie,2020-08-03,20
warmińsko-mazurskie,2020-08-03,1
łódzkie,2020-08-03,20
mazowieckie,2020-08-03,82
lubelskie,2020-08-03,13
lubuskie,2020-08-03,13
śląskie,2020-08-02,191
opolskie,2020-08-02,76
wielkopolskie,2020-08-02,72
zachodniopomorskie,2020-08-02,5
świętokrzyskie,2020-08-02,2
kujawsko-pomorskie,2020-08-02,9
podlaskie,2020-08-02,9
dolnośląskie,2020-08-02,16
podkarpackie,2020-08-02,23
małopolskie,2020-08-02,76
pomorskie,2020-08-02,24
warmińsko-mazurskie,2020-08-02,5
łódzkie,2020-08-02,13
mazowieckie,2020-08-02,71
lubelskie,2020-08-02,7
lubuskie,2020-08-02,9
śląskie,2020-08-01,214
opolskie,2020-08-01,157
wielkopolskie,2020-08-01,39
zachodniopomorskie,2020-08-01,15
świętokrzyskie,2020-08-01,7
kujawsko-pomorskie,2020-08-01,11
podlaskie,2020-08-01,4
dolnośląskie,2020-08-01,15
podkarpackie,2020-08-01,26
małopolskie,2020-08-01,157
pomorskie,2020-08-01,17
warmińsko-mazurskie,2020-08-01,17
łódzkie,2020-08-01,42
mazowieckie,2020-08-01,60
lubelskie,2020-08-01,18
lubuskie,2020-08-01,9
śląskie,2020-07-31,227
opolskie,2020-07-31,77
wielkopolskie,2020-07-31,59
zachodniopomorskie,2020-07-31,4
świętokrzyskie,2020-07-31,2
kujawsko-pomorskie,2020-07-31,17
podlaskie,2020-07-31,6
dolnośląskie,2020-07-31,35
podkarpackie,2020-07-31,28
małopolskie,2020-07-31,77
pomorskie,2020-07-31,17
warmińsko-mazurskie,2020-07-31,9
łódzkie,2020-07-31,30
mazowieckie,2020-07-31,104
lubelskie,2020-07-31,20
lubuskie,2020-07-31,11
śląskie,2020-07-30,160
opolskie,2020-07-30,133
wielkopolskie,2020-07-30,27
zachodniopomorskie,2020-07-30,7
świętokrzyskie,2020-07-30,5
kujawsko-pomorskie,2020-07-30,9
podlaskie,2020-07-30,7
dolnośląskie,2020-07-30,5
podkarpackie,2020-07-30,45
małopolskie,2020-07-30,133
pomorskie,2020-07-30,12
warmińsko-mazurskie,2020-07-30,5
łódzkie,2020-07-30,67
mazowieckie,2020-07-30,95
lubelskie,2020-07-30,11
lubuskie,2020-07-30,10
śląskie,2020-07-29,183
opolskie,2020-07-29,102
wielkopolskie,2020-07-29,14
zachodniopomorskie,2020-07-29,12
świętokrzyskie,2020-07-29,5
kujawsko-pomorskie,2020-07-29,10
podlaskie,2020-07-29,7
dolnośląskie,2020-07-29,17
podkarpackie,2020-07-29,23
małopolskie,2020-07-29,102
pomorskie,2020-07-29,28
warmińsko-mazurskie,2020-07-29,5
łódzkie,2020-07-29,30
mazowieckie,2020-07-29,43
lubelskie,2020-07-29,18
lubuskie,2020-07-29,10
śląskie,2020-07-28,161
opolskie,2020-07-28,91
wielkopolskie,2020-07-28,45
zachodniopomorskie,2020-07-28,6
świętokrzyskie,2020-07-28,6
kujawsko-pomorskie,2020-07-28,4
podlaskie,2020-07-28,8
dolnośląskie,2020-07-28,31
podkarpackie,2020-07-28,19
małopolskie,2020-07-28,91
pomorskie,2020-07-28,15
warmińsko-mazurskie,2020-07-28,5
łódzkie,2020-07-28,29
mazowieckie,2020-07-28,62
lubuskie,2020-07-28,4
śląskie,2020-07-27,150
opolskie,2020-07-27,61
wielkopolskie,2020-07-27,12
zachodniopomorskie,2020-07-27,2
świętokrzyskie,2020-07-27,2
kujawsko-pomorskie,2020-07-27,1
podlaskie,2020-07-27,7
dolnośląskie,2020-07-27,9
podkarpackie,2020-07-27,6
małopolskie,2020-07-27,61
pomorskie,2020-07-27,3
łódzkie,2020-07-27,18
mazowieckie,2020-07-27,58
lubelskie,2020-07-27,3
lubuskie,2020-07-27,4
śląskie,2020-07-26,133
opolskie,2020-07-26,109
wielkopolskie,2020-07-26,24
zachodniopomorskie,2020-07-26,7
świętokrzyskie,2020-07-26,3
kujawsko-pomorskie,2020-07-26,10
podlaskie,2020-07-26,2
dolnośląskie,2020-07-26,10
podkarpackie,2020-07-26,12
małopolskie,2020-07-26,109
pomorskie,2020-07-26,19
warmińsko-mazurskie,2020-07-26,4
łódzkie,2020-07-26,22
mazowieckie,2020-07-26,54
lubelskie,2020-07-26,13
lubuskie,2020-07-26,5
śląskie,2020-07-25,188
opolskie,2020-07-25,142
wielkopolskie,2020-07-25,34
zachodniopomorskie,2020-07-25,1
świętokrzyskie,2020-07-25,7
kujawsko-pomorskie,2020-07-25,3
podlaskie,2020-07-25,9
dolnośląskie,2020-07-25,21
podkarpackie,2020-07-25,21
małopolskie,2020-07-25,142
pomorskie,2020-07-25,23
warmińsko-mazurskie,2020-07-25,2
łódzkie,2020-07-25,32
mazowieckie,2020-07-25,62
lubelskie,2020-07-25,12
lubuskie,2020-07-25,7
śląskie,2020-07-24,184
opolskie,2020-07-24,99
wielkopolskie,2020-07-24,13
zachodniopomorskie,2020-07-24,4
świętokrzyskie,2020-07-24,8
kujawsko-pomorskie,2020-07-24,9
podlaskie,2020-07-24,5
dolnośląskie,2020-07-24,29
podkarpackie,2020-07-24,7
małopolskie,2020-07-24,99
pomorskie,2020-07-24,9
warmińsko-mazurskie,2020-07-24,6
łódzkie,2020-07-24,29
mazowieckie,2020-07-24,32
lubelskie,2020-07-24,7
lubuskie,2020-07-24,9
śląskie,2020-07-23,110
opolskie,2020-07-23,75
wielkopolskie,2020-07-23,15
zachodniopomorskie,2020-07-23,10
świętokrzyskie,2020-07-23,4
kujawsko-pomorskie,2020-07-23,1
podlaskie,2020-07-23,2
dolnośląskie,2020-07-23,7
podkarpackie,2020-07-23,20
małopolskie,2020-07-23,75
pomorskie,2020-07-23,10
warmińsko-mazurskie,2020-07-23,2
łódzkie,2020-07-23,33
mazowieckie,2020-07-23,104
lubelskie,2020-07-23,1
lubuskie,2020-07-23,9
śląskie,2020-07-22,113
opolskie,2020-07-22,50
wielkopolskie,2020-07-22,22
zachodniopomorskie,2020-07-22,6
świętokrzyskie,2020-07-22,7
kujawsko-pomorskie,2020-07-22,2
podlaskie,2020-07-22,5
dolnośląskie,2020-07-22,18
podkarpackie,2020-07-22,17
małopolskie,2020-07-22,50
pomorskie,2020-07-22,13
warmińsko-mazurskie,2020-07-22,17
łódzkie,2020-07-22,33
mazowieckie,2020-07-22,46
lubelskie,2020-07-22,7
lubuskie,2020-07-22,4
śląskie,2020-07-21,140
opolskie,2020-07-21,62
wielkopolskie,2020-07-21,23
zachodniopomorskie,2020-07-21,7
świętokrzyskie,2020-07-21,29
podlaskie,2020-07-21,2
dolnośląskie,2020-07-21,3
podkarpackie,2020-07-21,8
małopolskie,2020-07-21,62
pomorskie,2020-07-21,15
warmińsko-mazurskie,2020-07-21,9
łódzkie,2020-07-21,27
mazowieckie,2020-07-21,59
lubelskie,2020-07-21,2
lubuskie,2020-07-21,9
śląskie,2020-07-20,55
opolskie,2020-07-20,40
wielkopolskie,2020-07-20,34
zachodniopomorskie,2020-07-20,4
świętokrzyskie,2020-07-20,5
kujawsko-pomorskie,2020-07-20,4
podlaskie,2020-07-20,4
dolnośląskie,2020-07-20,22
podkarpackie,2020-07-20,22
małopolskie,2020-07-20,40
pomorskie,2020-07-20,4
warmińsko-mazurskie,2020-07-20,4
łódzkie,2020-07-20,16
mazowieckie,2020-07-20,54
lubuskie,2020-07-20,10
śląskie,2020-07-19,55
opolskie,2020-07-19,115
wielkopolskie,2020-07-19,21
zachodniopomorskie,2020-07-19,3
świętokrzyskie,2020-07-19,6
kujawsko-pomorskie,2020-07-19,3
dolnośląskie,2020-07-19,9
podkarpackie,2020-07-19,17
małopolskie,2020-07-19,115
pomorskie,2020-07-19,4
warmińsko-mazurskie,2020-07-19,2
łódzkie,2020-07-19,36
mazowieckie,2020-07-19,47
lubelskie,2020-07-19,7
lubuskie,2020-07-19,25
śląskie,2020-07-18,101
opolskie,2020-07-18,76
wielkopolskie,2020-07-18,10
zachodniopomorskie,2020-07-18,8
kujawsko-pomorskie,2020-07-18,4
podlaskie,2020-07-18,3
dolnośląskie,2020-07-18,17
podkarpackie,2020-07-18,25
małopolskie,2020-07-18,76
pomorskie,2020-07-18,15
warmińsko-mazurskie,2020-07-18,1
łódzkie,2020-07-18,22
mazowieckie,2020-07-18,31
lubelskie,2020-07-18,15
lubuskie,2020-07-18,6
śląskie,2020-07-17,86
opolskie,2020-07-17,70
wielkopolskie,2020-07-17,46
świętokrzyskie,2020-07-17,10
podlaskie,2020-07-17,4
dolnośląskie,2020-07-17,8
podkarpackie,2020-07-17,18
małopolskie,2020-07-17,70
pomorskie,2020-07-17,8
warmińsko-mazurskie,2020-07-17,5
łódzkie,2020-07-17,30
mazowieckie,2020-07-17,36
lubelskie,2020-07-17,11
lubuskie,2020-07-17,17
śląskie,2020-07-16,89
opolskie,2020-07-16,60
wielkopolskie,2020-07-16,20
zachodniopomorskie,2020-07-16,3
świętokrzyskie,2020-07-16,3
kujawsko-pomorskie,2020-07-16,6
dolnośląskie,2020-07-16,26
podkarpackie,2020-07-16,36
małopolskie,2020-07-16,60
pomorskie,2020-07-16,6
łódzkie,2020-07-16,38
mazowieckie,2020-07-16,37
lubelskie,2020-07-16,4
lubuskie,2020-07-16,4
śląskie,2020-07-15,90
opolskie,2020-07-15,43
wielkopolskie,2020-07-15,20
zachodniopomorskie,2020-07-15,4
świętokrzyskie,2020-07-15,3
kujawsko-pomorskie,2020-07-15,5
podlaskie,2020-07-15,1
dolnośląskie,2020-07-15,8
podkarpackie,2020-07-15,9
małopolskie,2020-07-15,43
pomorskie,2020-07-15,5
warmińsko-mazurskie,2020-07-15,2
łódzkie,2020-07-15,31
mazowieckie,2020-07-15,22
lubelskie,2020-07-15,11
lubuskie,2020-07-15,12
śląskie,2020-07-14,72
opolskie,2020-07-14,52
wielkopolskie,2020-07-14,52
zachodniopomorskie,2020-07-14,1
świętokrzyskie,2020-07-14,2
kujawsko-pomorskie,2020-07-14,6
podlaskie,2020-07-14,1
dolnośląskie,2020-07-14,8
podkarpackie,2020-07-14,12
małopolskie,2020-07-14,44
pomorskie,2020-07-14,6
łódzkie,2020-07-14,19
mazowieckie,2020-07-14,28
lubelskie,2020-07-14,12
lubuskie,2020-07-14,6
śląskie,2020-07-13,65
opolskie,2020-07-13,38
wielkopolskie,2020-07-13,20
zachodniopomorskie,2020-07-13,2
świętokrzyskie,2020-07-13,3
dolnośląskie,2020-07-13,1
podkarpackie,2020-07-13,62
małopolskie,2020-07-13,38
pomorskie,2020-07-13,2
warmińsko-mazurskie,2020-07-13,2
łódzkie,2020-07-13,18
mazowieckie,2020-07-13,72
lubelskie,2020-07-13,8
lubuskie,2020-07-13,5
śląskie,2020-07-11,77
opolskie,2020-07-11,53
wielkopolskie,2020-07-11,43
zachodniopomorskie,2020-07-11,4
kujawsko-pomorskie,2020-07-11,2
podlaskie,2020-07-11,2
dolnośląskie,2020-07-11,2
podkarpackie,2020-07-11,9
małopolskie,2020-07-11,53
pomorskie,2020-07-11,4
warmińsko-mazurskie,2020-07-11,2
łódzkie,2020-07-11,34
mazowieckie,2020-07-11,45
lubelskie,2020-07-11,14
lubuskie,2020-07-11,6
śląskie,2020-07-10,88
opolskie,2020-07-10,19
wielkopolskie,2020-07-10,17
zachodniopomorskie,2020-07-10,8
świętokrzyskie,2020-07-10,4
kujawsko-pomorskie,2020-07-10,1
podlaskie,2020-07-10,2
dolnośląskie,2020-07-10,13
podkarpackie,2020-07-10,16
małopolskie,2020-07-10,19
pomorskie,2020-07-10,9
warmińsko-mazurskie,2020-07-10,2
łódzkie,2020-07-10,16
mazowieckie,2020-07-10,23
lubelskie,2020-07-10,13
lubuskie,2020-07-10,25
śląskie,2020-07-09,84
opolskie,2020-07-09,35
wielkopolskie,2020-07-09,28
zachodniopomorskie,2020-07-09,1
świętokrzyskie,2020-07-09,5
kujawsko-pomorskie,2020-07-09,3
podlaskie,2020-07-09,6
dolnośląskie,2020-07-09,5
podkarpackie,2020-07-09,7
małopolskie,2020-07-09,35
pomorskie,2020-07-09,3
warmińsko-mazurskie,2020-07-09,3
łódzkie,2020-07-09,22
mazowieckie,2020-07-09,50
lubelskie,2020-07-09,4
lubuskie,2020-07-09,3
śląskie,2020-07-08,96
opolskie,2020-07-08,28
wielkopolskie,2020-07-08,23
świętokrzyskie,2020-07-08,3
kujawsko-pomorskie,2020-07-08,5
podlaskie,2020-07-08,7
dolnośląskie,2020-07-08,2
podkarpackie,2020-07-08,27
małopolskie,2020-07-08,28
pomorskie,2020-07-08,5
łódzkie,2020-07-08,32
mazowieckie,2020-07-08,37
lubelskie,2020-07-08,10
śląskie,2020-07-07,91
opolskie,2020-07-07,75
wielkopolskie,2020-07-07,75
zachodniopomorskie,2020-07-07,1
świętokrzyskie,2020-07-07,4
kujawsko-pomorskie,2020-07-07,1
podlaskie,2020-07-07,2
dolnośląskie,2020-07-07,9
podkarpackie,2020-07-07,17
małopolskie,2020-07-07,21
pomorskie,2020-07-07,2
warmińsko-mazurskie,2020-07-07,1
łódzkie,2020-07-07,9
mazowieckie,2020-07-07,6
lubelskie,2020-07-07,15
śląskie,2020-07-06,49
opolskie,2020-07-06,12
wielkopolskie,2020-07-06,8
świętokrzyskie,2020-07-06,10
kujawsko-pomorskie,2020-07-06,3
podlaskie,2020-07-06,4
dolnośląskie,2020-07-06,5
podkarpackie,2020-07-06,13
małopolskie,2020-07-06,12
pomorskie,2020-07-06,3
warmińsko-mazurskie,2020-07-06,2
łódzkie,2020-07-06,31
mazowieckie,2020-07-06,39
lubelskie,2020-07-06,26
lubuskie,2020-07-06,1
śląskie,2020-07-05,87
opolskie,2020-07-05,35
wielkopolskie,2020-07-05,35
zachodniopomorskie,2020-07-05,1
świętokrzyskie,2020-07-05,5
kujawsko-pomorskie,2020-07-05,2
podlaskie,2020-07-05,2
podkarpackie,2020-07-05,27
małopolskie,2020-07-05,17
pomorskie,2020-07-05,2
warmińsko-mazurskie,2020-07-05,1
łódzkie,2020-07-05,16
mazowieckie,2020-07-05,17
lubelskie,2020-07-05,14
śląskie,2020-07-04,93
opolskie,2020-07-04,57
wielkopolskie,2020-07-04,57
zachodniopomorskie,2020-07-04,7
świętokrzyskie,2020-07-04,2
podlaskie,2020-07-04,13
dolnośląskie,2020-07-04,3
podkarpackie,2020-07-04,40
małopolskie,2020-07-04,29
pomorskie,2020-07-04,7
warmińsko-mazurskie,2020-07-04,4
łódzkie,2020-07-04,21
mazowieckie,2020-07-04,28
lubelskie,2020-07-04,10
śląskie,2020-07-03,80
opolskie,2020-07-03,46
wielkopolskie,2020-07-03,46
zachodniopomorskie,2020-07-03,2
świętokrzyskie,2020-07-03,13
kujawsko-pomorskie,2020-07-03,1
podlaskie,2020-07-03,7
dolnośląskie,2020-07-03,3
podkarpackie,2020-07-03,12
małopolskie,2020-07-03,13
pomorskie,2020-07-03,4
warmińsko-mazurskie,2020-07-03,5
łódzkie,2020-07-03,24
mazowieckie,2020-07-03,36
lubelskie,2020-07-03,4
śląskie,2020-07-02,148
opolskie,2020-07-02,29
wielkopolskie,2020-07-02,28
świętokrzyskie,2020-07-02,7
kujawsko-pomorskie,2020-07-02,2
podlaskie,2020-07-02,6
dolnośląskie,2020-07-02,6
podkarpackie,2020-07-02,13
małopolskie,2020-07-02,29
pomorskie,2020-07-02,10
warmińsko-mazurskie,2020-07-02,12
łódzkie,2020-07-02,52
mazowieckie,2020-07-02,45
lubelskie,2020-07-02,6
śląskie,2020-07-01,169
opolskie,2020-07-01,107
wielkopolskie,2020-07-01,107
świętokrzyskie,2020-07-01,4
kujawsko-pomorskie,2020-07-01,4
podlaskie,2020-07-01,5
dolnośląskie,2020-07-01,5
podkarpackie,2020-07-01,20
małopolskie,2020-07-01,18
pomorskie,2020-07-01,4
warmińsko-mazurskie,2020-07-01,6
łódzkie,2020-07-01,10
mazowieckie,2020-07-01,20
lubelskie,2020-07-01,7
śląskie,2020-06-30,84
opolskie,2020-06-30,44
wielkopolskie,2020-06-30,26
zachodniopomorskie,2020-06-30,2
świętokrzyskie,2020-06-30,8
kujawsko-pomorskie,2020-06-30,3
podlaskie,2020-06-30,20
dolnośląskie,2020-06-30,6
podkarpackie,2020-06-30,2
małopolskie,2020-06-30,44
pomorskie,2020-06-30,3
warmińsko-mazurskie,2020-06-30,2
łódzkie,2020-06-30,17
mazowieckie,2020-06-30,21
lubuskie,2020-06-30,2
śląskie,2020-06-29,78
opolskie,2020-06-29,31
wielkopolskie,2020-06-29,31
świętokrzyskie,2020-06-29,14
podlaskie,2020-06-29,17
dolnośląskie,2020-06-29,3
podkarpackie,2020-06-29,12
małopolskie,2020-06-29,16
pomorskie,2020-06-29,9
warmińsko-mazurskie,2020-06-29,2
łódzkie,2020-06-29,21
mazowieckie,2020-06-29,27
lubelskie,2020-06-29,9
śląskie,2020-06-28,30
opolskie,2020-06-28,19
wielkopolskie,2020-06-28,2
świętokrzyskie,2020-06-28,10
kujawsko-pomorskie,2020-06-28,3
podlaskie,2020-06-28,19
dolnośląskie,2020-06-28,2
podkarpackie,2020-06-28,14
małopolskie,2020-06-28,18
pomorskie,2020-06-28,4
warmińsko-mazurskie,2020-06-28,4
łódzkie,2020-06-28,26
mazowieckie,2020-06-28,32
lubelskie,2020-06-28,10
śląskie,2020-06-27,81
opolskie,2020-06-27,48
wielkopolskie,2020-06-27,48
zachodniopomorskie,2020-06-27,1
świętokrzyskie,2020-06-27,14
kujawsko-pomorskie,2020-06-27,5
podlaskie,2020-06-27,9
dolnośląskie,2020-06-27,6
podkarpackie,2020-06-27,18
małopolskie,2020-06-27,10
pomorskie,2020-06-27,5
łódzkie,2020-06-27,49
mazowieckie,2020-06-27,41
lubelskie,2020-06-27,10
lubuskie,2020-06-27,2
śląskie,2020-06-26,96
opolskie,2020-06-26,35
wielkopolskie,2020-06-26,35
zachodniopomorskie,2020-06-26,4
świętokrzyskie,2020-06-26,2
podlaskie,2020-06-26,15
dolnośląskie,2020-06-26,18
podkarpackie,2020-06-26,14
małopolskie,2020-06-26,17
pomorskie,2020-06-26,4
warmińsko-mazurskie,2020-06-26,9
łódzkie,2020-06-26,20
mazowieckie,2020-06-26,45
lubelskie,2020-06-26,3
lubuskie,2020-06-26,1
śląskie,2020-06-25,125
opolskie,2020-06-25,23
wielkopolskie,2020-06-25,9
zachodniopomorskie,2020-06-25,1
świętokrzyskie,2020-06-25,8
kujawsko-pomorskie,2020-06-25,8
podlaskie,2020-06-25,14
dolnośląskie,2020-06-25,6
podkarpackie,2020-06-25,12
małopolskie,2020-06-25,11
pomorskie,2020-06-25,8
warmińsko-mazurskie,2020-06-25,4
łódzkie,2020-06-25,39
mazowieckie,2020-06-25,29
lubelskie,2020-06-25,5
lubuskie,2020-06-25,1
śląskie,2020-06-24,108
opolskie,2020-06-24,17
wielkopolskie,2020-06-24,17
zachodniopomorskie,2020-06-24,4
świętokrzyskie,2020-06-24,21
kujawsko-pomorskie,2020-06-24,1
podlaskie,2020-06-24,13
dolnośląskie,2020-06-24,11
podkarpackie,2020-06-24,12
małopolskie,2020-06-24,5
pomorskie,2020-06-24,7
warmińsko-mazurskie,2020-06-24,10
łódzkie,2020-06-24,39
mazowieckie,2020-06-24,33
lubelskie,2020-06-24,4
śląskie,2020-06-23,129
opolskie,2020-06-23,27
wielkopolskie,2020-06-23,27
zachodniopomorskie,2020-06-23,2
świętokrzyskie,2020-06-23,2
podlaskie,2020-06-23,10
dolnośląskie,2020-06-23,10
